# A multi-node devnet convergence soak: the status samples.
#
# Four zycordd processes on the dev engine (dev-blake3, no RandomX), five-second
# blocks, eight-block epochs, behind a chaos proxy injecting 15 ms latency,
# 0-35 ms jitter, 0.1% chunk loss and 0.05% chunk severance in both directions,
# while the harness killed and revived nodes and opened partitions. Built with
# -tags zcdguard, so the consensus-state access rules were machine-checked for
# the whole run, and every node was verified to report the guard armed before
# any chaos was applied.
#
# Regime: TestChaosSoak (55 minutes of chaos, then all but one miner stopped
# and a convergence window). Nodes a, b, c mine; d is outbound-only, the shape a
# home connection has without NAT traversal.
#
# The run: 191 kills, 379 partitions. It ended
#   converged: 4 nodes at height 1015 on one chain, one tip, one state root
#   settled convergence: height 1007,
#     id 0xa21fd355d7a48029c7593956f0c1f9fabd776e91ef21816c61d96057cddf3f28,
#     agreed by 4/4 nodes (a,b,c,d)
#   crossed 126 epoch boundaries
#   billing law: 736 certificate inclusions across 1015 blocks, no duplicates
#   liveness: no node died unbidden (12607 state samples)
#
# What to read. The columns are seconds since sampling began, the node, whether
# its RPC answered, its height, how many blocks it trailed the highest node at
# that instant, its resident memory, its thread count, its open file
# descriptors, its data directory in kilobytes, and the first eight bytes of its
# tip.
#
# reachable=false with height 0 is a node the harness had killed and not yet
# restarted; it is the disturbance working, not a defect. The trail column is
# where the latency lives: p50=0, p90=1, p99=2, max=11 blocks across 850
# node-samples, the maximum being a node catching up after a kill.
#
# On memory: read the FLOOR, not the peak. Go's collector produces a sawtooth,
# so the peak of any one node ratchets and means little -- node c touched 69.6 MB
# at t=1710 and was back to 27.4 MB by t=1755. The floor per ten-minute window
# went 13.3, 17.1, 14.3, 19.4, 23.1, 25.7 MB while the chain went from height 278
# to 1015 and the data directory from 1.5 to 6.7 MB. Memory grew about 1.9x
# while the data it holds grew about 4x, which is a cache tracking a growing
# chain rather than a leak. Threads stayed at 13 and descriptors at 21 for the
# whole run; neither moved with time.
#
# This machine was running five other test suites throughout, at a load average
# between 8 and 47 on six cores. That inflates every timing here and none of the
# convergence facts: whether four nodes hold one block id at a settled height is
# not something a slow machine answers differently.
#
# seconds	node	reachable	height	trail	rss_kb	threads	fds	disk_kb	tip
930	a	true	405	0	19580	10	16	2171	0xbe489bf5befb6f
930	b	true	405	0	29200	11	16	2197	0xbe489bf5befb6f
930	c	true	405	0	20440	11	15	2144	0xbe489bf5befb6f
930	d	true	405	0	20112	11	12	2207	0xbe489bf5befb6f
945	a	true	414	0	19344	11	15	2220	0x9bcde68a51edda
945	b	true	414	0	24664	11	16	2246	0x9bcde68a51edda
945	c	true	414	0	21776	11	15	2194	0x9bcde68a51edda
945	d	true	414	0	20924	11	11	2257	0x9bcde68a51edda
960	a	true	421	0	21840	11	15	2262	0x26f5eb48703f80
960	b	true	420	1	18800	10	13	2280	0xa52d4277a73184
960	c	true	421	0	28400	11	14	2235	0x26f5eb48703f80
960	d	true	421	0	18676	11	11	2298	0x26f5eb48703f80
975	a	true	427	0	20880	11	16	2297	0x47f4144470d59c
975	b	true	427	0	25012	11	16	2333	0x47f4144470d59c
975	c	true	427	0	25344	12	15	2271	0x47f4144470d59c
975	d	true	427	0	19676	11	12	2334	0x47f4144470d59c
990	a	true	434	0	21508	11	16	2333	0xf69501421561ca
990	b	true	434	0	25480	12	16	2368	0xf69501421561ca
990	c	true	434	0	19520	11	16	2307	0xf69501421561ca
990	d	true	434	0	20456	11	12	2370	0xf69501421561ca
1005	a	true	440	0	20688	11	14	2373	0xa4db81e8539bbf
1005	b	true	440	0	23700	12	15	2408	0xa4db81e8539bbf
1005	c	true	440	0	24248	11	14	2346	0xa4db81e8539bbf
1005	d	true	440	0	20928	11	11	2409	0xa4db81e8539bbf
1020	a	true	449	0	22492	11	16	2417	0x51925766d3cb89
1020	b	true	449	0	23308	12	15	2453	0x51925766d3cb89
1020	c	true	449	0	28836	11	15	2394	0x51925766d3cb89
1020	d	true	449	0	21092	11	12	2454	0x51925766d3cb89
1035	a	true	454	0	21396	11	17	2448	0xacbef60ea7f8cd
1035	b	true	454	0	32072	11	16	2476	0xacbef60ea7f8cd
1035	c	true	454	0	21004	11	17	2423	0xacbef60ea7f8cd
1035	d	true	454	0	21636	11	13	2482	0xacbef60ea7f8cd
1050	a	true	461	0	21716	11	17	2488	0xdfc3e512e796d5
1050	b	true	461	0	31764	11	17	2516	0xdfc3e512e796d5
1050	c	true	461	0	21348	12	16	2464	0x69ebf91e3b6ee7
1050	d	true	461	0	21912	11	13	2522	0xdfc3e512e796d5
1065	a	true	468	0	19708	11	16	2529	0xcdbb5d8d84c30c
1065	b	true	468	0	30876	11	17	2565	0xcdbb5d8d84c30c
1065	c	true	468	0	31616	12	16	2516	0xcdbb5d8d84c30c
1065	d	true	468	0	22152	11	13	2570	0xcdbb5d8d84c30c
1080	a	true	473	0	29284	12	15	2563	0xadba0348327292
1080	b	true	473	0	33824	11	15	2599	0xadba0348327292
1080	c	true	473	0	21868	12	13	2549	0xadba0348327292
1080	d	true	473	0	20400	11	12	2603	0xadba0348327292
1095	a	true	481	1	21192	12	14	2601	0x5900353cfed079
1095	b	true	481	1	28984	11	15	2637	0x5900353cfed079
1095	c	true	482	0	29380	12	16	2592	0x6649d0267161cb
1095	d	true	481	1	21516	11	11	2641	0x5900353cfed079
1110	a	true	488	0	21552	12	15	2644	0x92d4971bc7d2f6
1110	b	true	488	0	32012	11	16	2679	0x92d4971bc7d2f6
1110	c	true	488	0	36744	12	13	2634	0x92d4971bc7d2f6
1110	d	true	488	0	21440	11	12	2684	0x92d4971bc7d2f6
1125	a	true	490	0	26580	12	15	2665	0xbe52a2bf58f34c
1125	b	true	490	0	18444	12	13	2700	0xbe52a2bf58f34c
1125	c	true	490	0	20056	11	14	2655	0xbe52a2bf58f34c
1125	d	true	490	0	18888	9	11	2705	0xbe52a2bf58f34c
1140	a	true	496	0	25164	11	14	2702	0xfbdbc872dbc4ea
1140	b	true	495	1	30024	12	16	2729	0x9f29f545d1059c
1140	c	true	495	1	19112	9	12	2684	0x9f29f545d1059c
1140	d	true	496	0	21192	12	13	2742	0xfbdbc872dbc4ea
1155	a	true	500	0	22572	11	16	2724	0xd24a4d85c0f406
1155	b	true	500	0	21576	12	16	2760	0xd24a4d85c0f406
1155	c	true	500	0	21688	11	15	2717	0xd24a4d85c0f406
1155	d	true	500	0	22548	12	13	2764	0xd24a4d85c0f406
1170	a	true	509	0	21656	11	15	2784	0x95997c151cd26c
1170	b	true	509	0	21864	12	15	2811	0x95997c151cd26c
1170	c	true	509	0	24428	12	14	2776	0x95997c151cd26c
1170	d	true	509	0	22992	12	13	2815	0x95997c151cd26c
1185	a	true	515	0	22132	12	16	2816	0xe81911ac2fd5b9
1185	b	true	515	0	35312	12	16	2843	0xe81911ac2fd5b9
1185	c	true	515	0	25100	12	15	2808	0xe81911ac2fd5b9
1185	d	true	515	0	22204	12	12	2847	0xe81911ac2fd5b9
1200	a	true	519	0	22968	12	17	2845	0x81f4c830a73ed4
1200	b	true	519	0	30268	11	15	2871	0x01b5fa82319ad7
1200	c	true	519	0	44364	12	14	2838	0x81f4c830a73ed4
1200	d	true	519	0	22316	12	12	2885	0x81f4c830a73ed4
1215	a	true	526	0	28708	12	18	2885	0xbc25588c086e5e
1215	b	true	525	1	30944	11	19	2923	0xbfdd4771ab1385
1215	c	true	526	0	35480	12	17	2878	0xbc25588c086e5e
1215	d	true	526	0	22412	12	12	2925	0xbc25588c086e5e
1230	a	true	530	1	19912	10	17	2905	0xd34e15f10709bd
1230	b	true	531	0	25364	11	16	2955	0x6fa3465cd0c00a
1230	c	true	531	0	32120	11	16	2905	0x6fa3465cd0c00a
1230	d	true	531	0	22868	12	12	2954	0x6fa3465cd0c00a
1245	a	true	536	0	19932	12	14	2942	0xc9a88bb7d378d4
1245	b	true	536	0	37244	12	17	2984	0xc9a88bb7d378d4
1245	c	true	536	0	31464	12	15	2934	0xc9a88bb7d378d4
1245	d	true	536	0	22708	12	12	2982	0xc9a88bb7d378d4
1260	a	true	541	0	33420	12	17	2975	0x6ec2fc6a3f0bfb
1260	b	true	541	0	27352	11	16	3017	0x6ec2fc6a3f0bfb
1260	c	true	541	0	38352	12	16	2967	0x6ec2fc6a3f0bfb
1260	d	true	541	0	22788	12	13	3015	0x6ec2fc6a3f0bfb
1275	a	true	545	0	21192	11	15	3001	0x1fe57251acd7af
1275	b	true	545	0	30080	12	15	3043	0x1fe57251acd7af
1275	c	true	545	0	32728	11	14	2993	0x1fe57251acd7af
1275	d	true	545	0	23104	12	12	3041	0x1fe57251acd7af
1290	a	true	549	1	25944	11	17	3028	0xf8d31713d1f25e
1290	b	true	549	1	40260	12	16	3069	0xf8d31713d1f25e
1290	c	true	550	0	29036	11	15	3024	0x37a3f58876f546
1290	d	true	549	1	23104	12	12	3068	0xf8d31713d1f25e
1305	a	true	555	0	25212	12	16	3061	0x96b3e4fb25c751
1305	b	true	555	0	24432	12	13	3102	0x96b3e4fb25c751
1305	c	true	555	0	19836	10	14	3052	0x96b3e4fb25c751
1305	d	true	555	0	23428	12	11	3101	0x96b3e4fb25c751
1320	a	true	559	0	26260	12	16	3094	0x8aa456d6b892c2
1320	b	true	559	0	25176	12	15	3136	0x8aa456d6b892c2
1320	c	true	559	0	26740	11	15	3086	0x8aa456d6b892c2
1320	d	true	559	0	23636	12	12	3134	0x8aa456d6b892c2
1335	a	true	561	0	21220	11	15	3114	0x2a105670b1eca8
1335	b	true	561	0	28760	12	17	3156	0x2a105670b1eca8
1335	c	true	561	0	38812	12	16	3106	0x2a105670b1eca8
1335	d	false	0	0	17660	9	8	3154	
1350	a	true	566	0	25704	11	17	3146	0x5ac508a1adc066
1350	b	true	566	0	32772	12	17	3183	0x5ac508a1adc066
1350	c	true	566	0	31224	12	17	3132	0x5ac508a1adc066
1350	d	true	566	0	21532	11	12	3181	0x5ac508a1adc066
1365	a	true	570	0	34516	11	17	3175	0x2f9de7320336c4
1365	b	true	569	1	28644	12	17	3209	0x9a9674e15e458a
1365	c	true	569	1	21396	11	15	3159	0x9a9674e15e458a
1365	d	true	569	1	23196	11	12	3207	0x9a9674e15e458a
1380	a	true	571	1	32100	11	16	3185	0x336f1aa079988b
1380	b	true	571	1	36288	12	17	3222	0x336f1aa079988b
1380	c	true	572	0	42240	12	16	3184	0x75855cc5169dbb
1380	d	true	571	1	21348	12	12	3220	0x336f1aa079988b
1395	a	true	574	0	29840	11	16	3218	0x7e7009a06b9bd3
1395	b	true	574	0	23828	12	15	3256	0x13bb13d240c178
1395	c	true	573	1	20632	10	14	3191	0x0f0e1d53bb67bc
1395	d	false	0	0	0	0	0	3253	
1410	a	true	577	0	22412	11	17	3237	0xe61e0f741e02ca
1410	b	true	577	0	26912	11	18	3287	0xe61e0f741e02ca
1410	c	true	577	0	20392	9	14	3224	0xe61e0f741e02ca
1410	d	true	577	0	21960	11	12	3272	0xe61e0f741e02ca
1425	a	true	582	0	21220	11	16	3267	0x00681e79efcf4e
1425	b	true	582	0	24720	12	17	3317	0x00681e79efcf4e
1425	c	true	582	0	28364	12	16	3253	0x00681e79efcf4e
1425	d	true	582	0	21948	11	12	3302	0x00681e79efcf4e
1440	a	true	584	1	28944	11	17	3285	0x58418ebc444854
1440	b	true	585	0	34980	12	18	3341	0x12e0f133450d41
1440	c	true	584	1	33848	12	16	3271	0x58418ebc444854
1440	d	true	584	1	20308	9	13	3320	0x58418ebc444854
1455	a	true	588	0	22672	11	17	3315	0x0e599a6a0087be
1455	b	true	588	0	30244	12	16	3366	0x0e599a6a0087be
1455	c	true	588	0	30052	12	16	3297	0x0e599a6a0087be
1455	d	true	588	0	23456	11	13	3350	0x0e599a6a0087be
1470	a	true	591	0	32196	11	17	3340	0x4d2428a81a5e71
1470	b	true	591	0	35104	12	16	3391	0x4d2428a81a5e71
1470	c	true	591	0	41988	12	17	3322	0x4d2428a81a5e71
1470	d	true	591	0	21308	11	13	3375	0x4d2428a81a5e71
1485	a	true	594	0	29176	11	15	3367	0xcfb2d0507e2360
1485	b	false	0	0	14296	9	6	3417	
1485	c	true	594	0	21456	11	13	3349	0xcfb2d0507e2360
1485	d	true	594	0	22368	11	11	3402	0xcfb2d0507e2360
1500	a	true	596	0	36384	12	17	3384	0x0fe118c9cec4c3
1500	b	true	596	0	32336	12	17	3431	0x082272c0765412
1500	c	true	596	0	37508	12	16	3366	0x0fe118c9cec4c3
1500	d	true	595	1	20752	10	12	3406	0x6941970b46257e
1515	a	true	600	0	29128	11	17	3421	0x027fbcaf58b7ab
1515	b	true	600	0	31840	12	16	3463	0xcb3eac0b959755
1515	c	true	600	0	35356	12	14	3404	0x027fbcaf58b7ab
1515	d	true	595	5	21312	10	12	3406	0x6941970b46257e
1530	a	true	603	0	24052	11	16	3445	0x716b9ab20c9f5b
1530	b	true	603	0	21296	10	14	3499	0x716b9ab20c9f5b
1530	c	true	603	0	28312	11	16	3428	0x716b9ab20c9f5b
1530	d	true	603	0	23116	12	12	3465	0x716b9ab20c9f5b
1545	a	true	610	0	31904	11	16	3486	0x746935c180d188
1545	b	true	610	0	34868	11	17	3539	0x746935c180d188
1545	c	true	610	0	32124	12	15	3469	0x746935c180d188
1545	d	true	610	0	23500	12	13	3506	0x746935c180d188
1560	a	true	613	0	23348	11	16	3507	0x1fd6ed2f4a3518
1560	b	true	613	0	20624	8	15	3560	0x1fd6ed2f4a3518
1560	c	true	613	0	33136	13	15	3495	0x1fd6ed2f4a3518
1560	d	true	613	0	23424	12	11	3527	0x1fd6ed2f4a3518
1575	a	true	618	0	35744	11	12	3542	0xb5fa2ac594ef1a
1575	b	true	618	0	24600	12	15	3596	0xb5fa2ac594ef1a
1575	c	true	618	0	25160	13	15	3531	0xb5fa2ac594ef1a
1575	d	true	618	0	23468	12	12	3562	0xb5fa2ac594ef1a
1590	a	true	622	1	27380	11	18	3570	0xc2d194513bd803
1590	b	true	622	1	30552	12	16	3623	0xc2d194513bd803
1590	c	true	623	0	39888	13	15	3565	0x1302160155b5ad
1590	d	true	622	1	22332	12	12	3590	0xc2d194513bd803
1605	a	true	626	0	29036	11	16	3599	0x9f9aa573cc367e
1605	b	true	626	0	35148	12	17	3652	0x9f9aa573cc367e
1605	c	true	626	0	28860	11	16	3587	0x9f9aa573cc367e
1605	d	true	626	0	23472	12	12	3619	0x9f9aa573cc367e
1620	a	true	630	0	21328	9	16	3626	0xd4572dc6b40b0f
1620	b	true	628	2	20664	10	16	3665	0x618ffc9860e985
1620	c	true	630	0	38900	11	15	3615	0xd4572dc6b40b0f
1620	d	true	630	0	24160	12	13	3646	0xd4572dc6b40b0f
1635	a	true	634	0	24492	11	18	3651	0xdb033c876839bc
1635	b	true	634	0	32648	12	18	3703	0xdb033c876839bc
1635	c	true	634	0	36968	12	15	3639	0xdb033c876839bc
1635	d	true	634	0	24152	12	12	3671	0xdb033c876839bc
1650	a	true	636	0	28468	11	17	3672	0x50ad63b9404aca
1650	b	true	636	0	31180	12	17	3724	0x50ad63b9404aca
1650	c	true	636	0	43020	12	16	3660	0x50ad63b9404aca
1650	d	true	636	0	22460	13	13	3690	0x50ad63b9404aca
1665	a	true	639	0	24848	11	16	3698	0x5316af23a52961
1665	b	true	639	0	39348	12	15	3751	0x5316af23a52961
1665	c	true	639	0	26732	12	15	3687	0x5316af23a52961
1665	d	true	639	0	23204	13	11	3717	0x5316af23a52961
1680	a	true	644	0	25936	11	18	3730	0x7a868e4ff3bb1a
1680	b	true	644	0	50756	12	17	3782	0x7a868e4ff3bb1a
1680	c	true	644	0	26740	12	16	3718	0x7a868e4ff3bb1a
1680	d	true	644	0	21848	11	12	3749	0x7a868e4ff3bb1a
1695	a	true	649	0	24988	11	16	3763	0x18f40911808c4f
1695	b	true	649	0	24836	12	16	3815	0x18f40911808c4f
1695	c	true	649	0	38312	12	15	3751	0x18f40911808c4f
1695	d	true	649	0	22672	11	13	3782	0x18f40911808c4f
1710	a	true	650	1	28848	11	15	3772	0x57195f14aeec0b
1710	b	true	651	0	35344	12	16	3836	0xb950af48a2c1e5
1710	c	true	650	1	61736	12	15	3760	0x57195f14aeec0b
1710	d	true	651	0	23020	11	11	3803	0xb950af48a2c1e5
1725	a	true	654	0	23636	12	13	3802	0xe5f06d403ef434
1725	b	true	654	0	35056	13	17	3854	0xe5f06d403ef434
1725	c	true	654	0	41452	12	15	3790	0xe5f06d403ef434
1725	d	true	654	0	23124	11	12	3821	0xe5f06d403ef434
1740	a	true	656	0	26888	12	15	3822	0xd06b5a582fb0bb
1740	b	true	656	0	42488	13	17	3874	0xd06b5a582fb0bb
1740	c	true	656	0	69580	12	16	3810	0xd06b5a582fb0bb
1740	d	true	656	0	20936	9	12	3840	0xd06b5a582fb0bb
1755	a	true	660	0	30640	11	16	3854	0xb212f47056913b
1755	b	true	660	0	30276	13	17	3906	0xb212f47056913b
1755	c	true	660	0	33388	12	16	3842	0xb212f47056913b
1755	d	true	660	0	23028	11	12	3873	0xb212f47056913b
1770	a	true	661	0	25436	11	15	3866	0xb842467cc81421
1770	b	true	661	0	32912	11	14	3919	0xb842467cc81421
1770	c	true	661	0	33392	12	14	3855	0xb842467cc81421
1770	d	true	661	0	23332	11	11	3885	0xb842467cc81421
1785	a	true	665	0	32140	12	14	3891	0x30966b1696db3d
1785	b	true	665	0	31440	12	16	3943	0x30966b1696db3d
1785	c	true	665	0	37376	12	16	3879	0x30966b1696db3d
1785	d	true	665	0	23540	12	11	3910	0x30966b1696db3d
1800	a	true	667	1	22960	11	16	3912	0xbf77448baa560d
1800	b	true	668	0	35864	12	17	3973	0x95625fb36423e3
1800	c	true	667	1	35116	12	15	3900	0xbf77448baa560d
1800	d	true	667	1	20844	9	11	3931	0xbf77448baa560d
1815	a	true	671	0	22380	9	14	3947	0x0a72ef57d984d2
1815	b	true	671	0	24516	12	15	4000	0x0a72ef57d984d2
1815	c	true	671	0	39032	12	16	3936	0x0a72ef57d984d2
1815	d	true	671	0	22564	12	11	3966	0x0a72ef57d984d2
1830	a	true	673	0	34476	11	17	3967	0xd28c1338da1c7e
1830	b	true	673	0	36476	12	16	4019	0xd28c1338da1c7e
1830	c	true	673	0	35952	12	17	3955	0xd28c1338da1c7e
1830	d	true	673	0	24188	12	13	3986	0xd28c1338da1c7e
1845	a	true	677	0	34240	11	16	3999	0xe5069a1a182654
1845	b	true	677	0	26868	12	15	4051	0xe5069a1a182654
1845	c	true	677	0	27384	12	16	3987	0xe5069a1a182654
1845	d	true	677	0	23052	11	12	4017	0xe5069a1a182654
1860	a	true	680	0	38056	11	13	4024	0xd42ce853b697d6
1860	b	true	680	0	26952	12	15	4076	0xd42ce853b697d6
1860	c	true	680	0	38084	12	14	4012	0xd42ce853b697d6
1860	d	true	680	0	23444	11	11	4043	0xd42ce853b697d6
1875	a	true	682	0	43556	11	16	4044	0x078f5ed1cf98ef
1875	b	true	682	0	38792	12	13	4096	0x078f5ed1cf98ef
1875	c	true	682	0	38188	12	15	4032	0x078f5ed1cf98ef
1875	d	true	682	0	23600	11	11	4063	0x078f5ed1cf98ef
1890	a	true	684	0	26956	12	17	4063	0xe5a1d19c1b4f43
1890	b	true	684	0	38732	12	18	4116	0xe5a1d19c1b4f43
1890	c	true	684	0	27476	12	17	4052	0xe5a1d19c1b4f43
1890	d	true	684	0	23740	11	12	4082	0xe5a1d19c1b4f43
1905	a	true	685	0	36148	11	17	4073	0x0e22cafebc4b4a
1905	b	true	685	0	35132	12	17	4125	0x0e22cafebc4b4a
1905	c	true	685	0	29272	11	15	4061	0x0e22cafebc4b4a
1905	d	true	685	0	24416	11	12	4092	0x0e22cafebc4b4a
1920	a	false	0	0	0	0	0	4095	
1920	b	true	687	0	31356	12	16	4148	0x1644f6bc2f9161
1920	c	true	687	0	27312	11	14	4084	0x1644f6bc2f9161
1920	d	true	687	0	25248	11	11	4114	0x1644f6bc2f9161
1935	a	true	692	0	21856	10	13	4136	0xe1b697f602cd73
1935	b	true	692	0	27976	13	14	4187	0xe1b697f602cd73
1935	c	true	692	0	38468	12	14	4124	0xe1b697f602cd73
1935	d	true	692	0	25360	11	11	4153	0xe1b697f602cd73
1950	a	true	695	1	35920	11	13	4157	0x896e83ef006b9c
1950	b	false	0	0	19448	9	8	4208	
1950	c	true	696	0	34152	12	14	4157	0x8f850b0cb718ff
1950	d	true	695	1	25384	11	12	4175	0x896e83ef006b9c
1965	a	true	697	0	29668	11	16	4180	0x64871d1ff2af71
1965	b	true	696	1	40180	11	17	4214	0x8f850b0cb718ff
1965	c	true	696	1	37636	12	15	4157	0x8f850b0cb718ff
1965	d	true	696	1	21852	9	12	4180	0x8f850b0cb718ff
1980	a	true	698	0	25616	11	15	4189	0xf19058a6ae11b2
1980	b	true	698	0	33128	12	16	4240	0xf19058a6ae11b2
1980	c	true	698	0	35508	11	15	4183	0xf19058a6ae11b2
1980	d	true	698	0	23852	11	13	4206	0xf19058a6ae11b2
1995	a	true	701	0	30476	11	17	4219	0x2349b0d191a26e
1995	b	true	701	0	33660	12	17	4270	0x2349b0d191a26e
1995	c	true	701	0	31708	12	14	4213	0x2349b0d191a26e
1995	d	true	701	0	23224	10	12	4237	0x2349b0d191a26e
2010	a	true	703	1	34844	11	16	4237	0x431c9eef22b3ea
2010	b	true	704	0	30472	13	17	4295	0xe0bbb7ddf009a6
2010	c	true	704	0	39016	12	16	4238	0xe0bbb7ddf009a6
2010	d	true	704	0	24024	11	13	4262	0xe0bbb7ddf009a6
2025	a	true	706	0	35744	12	12	4264	0x2d7f06f3bc1232
2025	b	true	706	0	35168	13	17	4315	0x2d7f06f3bc1232
2025	c	true	706	0	35768	12	16	4258	0x2d7f06f3bc1232
2025	d	true	706	0	24328	11	11	4281	0x2d7f06f3bc1232
2040	a	true	711	0	27092	12	15	4297	0xbdbc1861bfb851
2040	b	true	711	0	33708	11	18	4348	0xbdbc1861bfb851
2040	c	true	711	0	29204	12	14	4291	0xbdbc1861bfb851
2040	d	true	711	0	24548	11	14	4315	0xbdbc1861bfb851
2055	a	true	714	0	33116	12	15	4321	0xe9a460c7a7b55c
2055	b	true	714	0	32752	12	16	4372	0xe9a460c7a7b55c
2055	c	true	714	0	28128	12	14	4316	0xe9a460c7a7b55c
2055	d	true	714	0	24580	11	12	4339	0xe9a460c7a7b55c
2070	a	true	717	0	28436	12	17	4351	0x292677e3f51601
2070	b	true	717	0	30040	12	16	4403	0x292677e3f51601
2070	c	true	717	0	34056	12	14	4346	0x292677e3f51601
2070	d	true	717	0	25256	11	12	4369	0x292677e3f51601
2085	a	true	722	0	31496	12	16	4381	0x303da9fa4ab182
2085	b	true	722	0	31848	12	16	4432	0x303da9fa4ab182
2085	c	true	722	0	25588	12	15	4375	0x303da9fa4ab182
2085	d	true	722	0	22020	8	12	4398	0x303da9fa4ab182
2100	a	true	725	0	35132	12	16	4408	0xd37a13e6d7b215
2100	b	true	725	0	30988	12	17	4459	0xd37a13e6d7b215
2100	c	true	725	0	25556	12	14	4402	0xd37a13e6d7b215
2100	d	true	725	0	23456	11	12	4425	0xd37a13e6d7b215
2115	a	true	729	0	35312	12	15	4432	0xee503a9529f0be
2115	b	true	729	0	32496	12	16	4483	0xee503a9529f0be
2115	c	true	729	0	30044	12	14	4426	0xee503a9529f0be
2115	d	true	729	0	24380	11	11	4450	0xee503a9529f0be
2130	a	true	732	0	32272	12	15	4459	0xb7aecbd3a3cbf9
2130	b	true	732	0	30028	12	16	4510	0xb7aecbd3a3cbf9
2130	c	true	732	0	22172	9	13	4453	0xb7aecbd3a3cbf9
2130	d	true	732	0	25252	11	12	4477	0xb7aecbd3a3cbf9
2145	a	true	734	0	34128	12	16	4476	0x7191e7019c8b69
2145	b	true	734	0	29144	13	18	4527	0x7191e7019c8b69
2145	c	true	734	0	32108	12	14	4470	0x7191e7019c8b69
2145	d	true	734	0	25444	11	14	4494	0x7191e7019c8b69
2160	a	true	736	0	28272	12	15	4493	0x21e10714edbca4
2160	b	true	736	0	30404	13	16	4544	0x21e10714edbca4
2160	c	true	736	0	32644	12	15	4487	0x21e10714edbca4
2160	d	true	736	0	25216	11	12	4510	0x21e10714edbca4
2175	a	true	739	0	31796	12	13	4524	0xf95cbfff5aa3ad
2175	b	true	739	0	34716	13	16	4576	0xf95cbfff5aa3ad
2175	c	true	739	0	28368	12	14	4519	0xf95cbfff5aa3ad
2175	d	true	739	0	22904	10	11	4542	0xf95cbfff5aa3ad
2190	a	true	743	0	28016	12	12	4557	0xf1811fd65632e6
2190	b	true	743	0	28260	13	16	4609	0xf1811fd65632e6
2190	c	true	743	0	36788	12	13	4552	0xf1811fd65632e6
2190	d	true	743	0	24904	11	11	4575	0xf1811fd65632e6
2205	a	true	746	0	35740	12	14	4579	0xd2582c3a7a99cc
2205	b	true	746	0	26808	13	13	4631	0xd2582c3a7a99cc
2205	c	true	746	0	37252	12	13	4574	0xd2582c3a7a99cc
2205	d	true	746	0	25248	11	12	4597	0xd2582c3a7a99cc
2220	a	true	749	0	30296	11	15	4603	0x164e4dbef9fd8d
2220	b	true	749	0	31600	13	16	4654	0x164e4dbef9fd8d
2220	c	true	749	0	30692	12	14	4597	0x164e4dbef9fd8d
2220	d	true	749	0	26080	11	13	4620	0x164e4dbef9fd8d
2235	a	true	754	0	33212	11	16	4649	0x7c6427dd0a20a5
2235	b	true	754	0	30132	13	15	4700	0x7c6427dd0a20a5
2235	c	true	754	0	27068	12	15	4629	0x7c6427dd0a20a5
2235	d	true	754	0	25952	11	12	4667	0x7c6427dd0a20a5
2250	a	true	756	0	25388	12	17	4680	0x3cc23c75315fcc
2250	b	true	756	0	34516	13	17	4731	0x3cc23c75315fcc
2250	c	true	756	0	22692	13	15	4648	0x3cc23c75315fcc
2250	d	true	756	0	26020	11	13	4698	0x3cc23c75315fcc
2265	a	true	759	0	25832	12	16	4706	0x9c83a672aa1059
2265	b	true	759	0	33392	13	18	4757	0x9c83a672aa1059
2265	c	true	759	0	38088	13	14	4674	0x9c83a672aa1059
2265	d	true	759	0	26468	11	12	4724	0x9c83a672aa1059
2280	a	true	763	0	24456	11	18	4739	0xa50737d61e9cc3
2280	b	true	763	0	28228	13	17	4793	0xa50737d61e9cc3
2280	c	true	763	0	34612	13	15	4707	0xa50737d61e9cc3
2280	d	true	763	0	26916	12	12	4757	0xa50737d61e9cc3
2295	a	true	765	0	35152	11	16	4759	0x28a7081c66a423
2295	b	true	765	0	27616	13	16	4813	0x28a7081c66a423
2295	c	true	765	0	38924	13	15	4727	0x28a7081c66a423
2295	d	true	765	0	26972	12	12	4777	0x28a7081c66a423
2310	a	true	768	0	41192	11	16	4784	0xdab75ea49fef8b
2310	b	true	768	0	36308	13	17	4837	0xdab75ea49fef8b
2310	c	true	768	0	33536	13	16	4752	0xdab75ea49fef8b
2310	d	true	768	0	27036	12	12	4802	0xdab75ea49fef8b
2325	a	true	771	0	46644	11	16	4810	0x595fb07e92d9fc
2325	b	true	771	0	41360	13	17	4863	0x595fb07e92d9fc
2325	c	true	771	0	26500	13	15	4777	0x595fb07e92d9fc
2325	d	true	771	0	27252	13	13	4827	0x595fb07e92d9fc
2340	a	true	772	0	26780	12	16	4817	0x318585f2d8508d
2340	b	true	772	0	34020	13	16	4870	0x318585f2d8508d
2340	c	true	772	0	39052	13	15	4785	0x318585f2d8508d
2340	d	true	772	0	22784	9	12	4835	0x318585f2d8508d
2355	a	true	775	0	29604	12	15	4847	0xd860fa47370f2e
2355	b	true	775	0	28456	13	16	4900	0xd860fa47370f2e
2355	c	true	775	0	27116	13	15	4814	0xd860fa47370f2e
2355	d	true	775	0	24448	11	13	4864	0xd860fa47370f2e
2370	a	true	777	0	22852	10	16	4866	0x679ed2f7783bac
2370	b	true	777	0	38136	13	15	4919	0x679ed2f7783bac
